"","Curso","Q50","Q51","Q52","Q75","Q76","Q77"
"261",2021,"- It is a practical way of applying our knowledge to a real situation- Possibility of working in a team and contrasting opinions- Joint elaboration of the notebook","-Many meetings that could be compressed into two days together-Little coordination and organization at the level of all groups. For example: number of representatives in the presentations, general or specific question, etc.","-More information on the branches to be chosen before joining the groups.","Cons:-The images and text boxes appear in different positions for each member of the group, then when trying to correct it generated chaos.-The changes do not come out and there are problems of coordination if there are severalPro:-The subdivisions and tabs facilitate the organization.","- Constant feedback which allowed the notebook to be modified progressively","-We invested too much time in developing the hypothesis; we were not told what we could or could not do. Ex: we were not allowed to do a KO, we could not use antibodies against molecules that did not already exist from other years, etc."
"262",2021,"Learn how to do an experimental design.  Work in a group.  Solve problems that arise in experimental development.  ","Notebook template.  Final exam.  ","","We did not find the template helpful. We have decided to follow another structure that seems simpler, but trying to include the different sections for the evaluation.  Having the OneNote platform has allowed us to facilitate group work to write down the tasks performed during each day.  ","Our preparation of the Fly group project was necessary and useful and the presentation between working groups (presentation of project proposal: flies, transcription ...) helped us to see how the rest of the teams were planning their experimental projects.  ","The discussion of the presentation of project proposals (between groups) veered a bit towards the analysis of how to say things rather than the discussion of the experimental designs of each group.  "
"263",2021,"The most positive aspects of this experience have been the ability to work in a real laboratory environment, where students have been able to participate in both the approach, design and development of experiments, and where we have learned to develop some capacity for autonomy in the laboratory. Also, the practices following this model are useful to involve the student's critical thinking when analyzing results and understanding the possible errors that may have been made during an experimental procedure.","The biggest problem of this course has been the lack of time to finish the proposed experiments, since not only work has to be done at the laboratory level, but also at the design level of experiments, which can be highly complex and time consuming in case they have to be repeated.","The project sharing sessions have been of little use, since they have focused on banal questions about the hypothesis approach rather than on the objective of sharing the research lines between the different groups and facilitating the integration of the acquired knowledge.","The main advantage of OneNote is the collaborative work both among members of the subgroups and all the groups in general, which allows to put the different protocols and results developed during the laboratory work in common so that everyone can be aware of the different lines of work that are being followed, and to help each other to have an overview of the project.","",""
"264",2021,"I think it has been a very positive course to develop your skills in the lab and teamwork. I also think that this work model is much more didactic and eye-catching than a traditional work model and that the final result is much more rewarding.","I think that the first group feedback meeting we held was not as useful as it could have been, as there was too much participation by the teachers and in the end there were not as many opportunities for other students to speak and ask questions.","","","To some extent, I think it may have been useful in sharpening our scientific thinking.","I believe that, during the session, student participation was not sufficiently encouraged and that we did not learn as much as we could have."
"265",2021,"It allows a more efficient distribution of laboratory tasks and better teamwork. It also helps the laboratory to be more independent and to perform techniques that we had not used before.","Too much theory time at the beginning of the practical that could be done in less time. Theory lectures in the middle of the lab days, which impeded the smooth running of the experiments.","una breve charla para utilizar One Note.","Cons: They should activate the trash function so that if there is a problem and a note is deleted, it can be recovered.Pros: Allows the whole group to work at the same time without too many problems.","It allows us to learn how to design an experiment from scratch, starting from a hypothesis of our own.","We spend too much time thinking about it, which we could have spent on other tasks."
"266",2021,"I found the involvement of so many teachers and assistants very positive. In addition, I think it is very important to learn to formulate hypotheses, design and execute experiments, as well as to interpret and discuss the results obtained. I think these practices are very positive in this sense, because in other occasions we often limit ourselves to follow a protocol and not to design the experiments from the beginning.  ","It would also be necessary to hold more frequent meetings within the same research group.  ","","Pros: Allows working in groups. I liked using other new ""applications"" that I did not know.  Cons: Maybe there are some sections a bit repetitive (e.g. procedure and lab record).  Problems when transferring the document to pdf.  There have been some synchronization problems.  ","Learn what experiments other groups are going to do.  ",""
"267",2021,"The freedom we have been given to work has been very positive. I feel that I have gained confidence in working in the laboratory and in designing and choosing the appropriate methodologies to solve questions. Having the support and help of the fellows has also been very useful to carry out the experiments in the moments when we felt more lost.","I consider that it would be positive if the different groups of 3 within the same branch worked in parallel to carry out approaches related to each other, I have missed a little that the results between the different groups of 3 complement each other. On the other hand, I think it would be interesting to include more days of joint tutorials with teachers to evaluate more frequently the results obtained and failures in the protocol that could have been avoided.","","I think that making the lab notebook through OneNote helps to work in group and synchronize in real time. I also think that it is not very useful for writing the final version of the lab notebook because it does not allow to add and create figures (tables, graphs, diagrams...) in such an easy way. That's why I think most of us have not paid much attention to OneNote, because we don't know how to use it properly.","Designing projects together with other groups allows us to exchange different points of view and experimental data that can be useful to advance our work.",""
"268",2021,"I have been much more involved in these internships compared to those of the traditional method.it seems to me that you acquire a much greater capacity for scientific reasoning.all internships should follow this model. It would be nice if in the second term we could continue researchingThank you!!!!","I think the session where we discussed the hypothesis of the other groups is not useful. It is very subjective and sometimes even the faculty did not agree on how to teach us how to write a hypothesis. All the branches had different opinions on how to write a hypothesis and had received different instructions.","Perhaps it would be good to introduce a few months before the start of the internship the route to be studied and the materials available so that students can read articles and think about what they want to research.  ","","",""
"269",2021,"It is a very useful course to develop independent group management skills in the laboratory. Students learn about the scientific method and the protocol of research work, analysis of results and general laboratory behavior.  ","Some additional explanations on data processing and results analysis (as in the case of qPCR) are missing.","Teachers are very attentive and available at all times to help students, but sometimes their opinions on how to proceed in a given experiment are contradictory.","Sometimes there are failures in the synchronization, but in general its operation is very fast and allows a quite good collaborative operation. In the outline of how the notebook should be, the experimental design section and the lab record section are somewhat repetitive in case it is necessary to put the same thing. Some of the word processing functions (as in Word) are missing.","They help to bring together different perspectives, to look at the same problem from different perspectives and to reach common conclusions.","The different branches have received different indications in their respective laboratories and it has become particularly difficult to reach a conclusion in certain cases."
"270",2021,"The volunteers and teachers who helped us in our experiments learned a lot more about what it is like to work in laboratories.","The first few days we were a bit lost, not knowing how to approach these practices.","","","",""
"271",2021,"Learning to work in a team.  Participate in the process of designing an experiment from scratch (this is quite a positive aspect with respect to the traditional method, so I consider these practices to be quite useful when preparing to work in a laboratory).  ","Some professors were not very attentive to the group they were supervising and therefore did not know the problems they were having when it came to experimental development and obtaining results.  Since most of the groups had to perform a qPCR, time could have been spent teaching how to analyze the results, since we did not know how to do it. Although a PDF on how to analyze the qPCR was uploaded in moodle, I consider that it is a better option to dedicate a class to explain it in the classroom and thus be able to solve the doubts at the moment, because there were some problems regarding how to analyze those results (since it was something that had not been seen in the theoretical classes).","","Pros: when obtaining the results of some step of the experiment, if the results were not as expected, it could be compared with another group that had obtained the results correctly and thus be able to analyze where we had failed and try to solve it.  Cons: I consider the page limit for the results of each experiment to be too few, since it is necessary to comment on the figures you add and also to draw a conclusion.","",""
"272",2021,"","","","","",""
"273",2021,"The aspects that I have found most positive have been the ability to work as a team, putting everything in common and helping each other when it comes to laboratory tasks and in the reasoning of our experiment. On the other hand, unlike other previous practices, these have helped me to see how to really work in a laboratory, and to see the procedures to follow: how to raise hypotheses, how to develop the experiment, how to carry it out.... It was very useful to know how to make a laboratory notebook, and it also helped me to integrate my knowledge in a much broader way.","The one note for the notebook does not seem to me to be the best possible format. In some moments it seemed that there were few practice teachers for all the subgroups and the supervision could have been somewhat greater.","The work of the thesis assistants in our laboratory has been very good, helping us as much as possible and solving many problems.","The formatting was not very good when writing several people at the same time. It is also not good for passing information, whether text or images, from other documents to the one note. The information was not saved correctly at times.","The experiment design sessions in the first few days were very useful in making a first approach to our experiment and where we wanted our experiments to go. It helped us to integrate and put things together, so it was easier for us to come up with questions, hypotheses and objectives.","The design sessions of the experiment were very useful, but to draw some negative aspects, when it came to formulating our hypotheses, in the end we had less freedom than we expected when choosing how to focus our experiment and what we wanted it to be about, since the supervising teachers of the practices guided us and took us a little bit towards where they wanted, so several experiments have been very similar. On the other hand, this has also been a help when it came to finish focusing our experiment."
"274",2021,"It allows you to acquire greater autonomy and understanding of what you are doing at any given moment.  It provides a closer relationship with teachers and assistants, and you learn a lot from them.","Sometimes a little more supervision and guidance is lacking, especially when following protocols that we have never followed before.  ","","Pros: Allows you to work well in groups and share tasks.Cons: It is not easy to convert the notebook to pdf.","Know what the other groups are going to do and how they will approach their experiments.",""
"275",2021,"","Little time spent in the lab. Our group, in particular, spent a week discussing in the classroom things that could have been shortened and less time could have been spent. This way we could have done more experimental approaches.  Disorder and poor condition of some products. Little material for the number of students we were. We were 4 people working at a table with only a pipette and a Bunsen burner.  We should have more time and more information to choose the experimental group between Yeast, Flies, Biochemistry ... before starting the practices.","","When too many people are connected, the platform goes crazy, and stops working.  ","Introduction to the project, and to the specific pathway.  ","Perhaps more time was spent than necessary in the early days, at least in the YEAST group."
"276",2021,"We have had great help from interns and professors to solve our doubts.","I would make it longer in order to be able to perform more variety of experiments since the practical part is a fundamental part of our career.","A short introduction of the models and how to work with them could be made prior to the selection of the group.","Pros allows you to see what other groups are doing. Cons processes badly what you write if several members of the group write at the same time.","",""
"277",2021,"We learned how to pose a question and generate a hypothesis. We became much more familiar with the lab because we had more freedom to work as we wanted.  ","There was barely enough room to work well, since there were 4 people per table. Very little material (lighters, pipettes, markers, etc.).  To be able to have more time and more information when choosing the group where to do the internship, since with the titles you do not know what you are going to do in the coming weeks. To give a more detailed explanation.  ","","","",""
"278",2021,"Learning how to perform the experiment from the beginning in a theoretical way instead of only performing the experimental part as in other years. The support of the fellows.  ","Maybe instead of having the discussions in the last days, we should have some in the middle of the experiment because at different points we have realized too late that we could have done things better, that it was too late to change.","","","They give you different points of view than you have, especially when you focus so much on one part of the experiment that you forget about the rest. Discussions between people who have done different experiments and have other points of view are very useful.  ","As I said, having done them at the end when you can no longer change parts of the experiment that you understand would have been better done differently.  "
"279",2021,"Designing our own experiments and the freedom we had in the lab.","There were times, especially during the week that we dedicated to experimental design, that we had a lot of down time when we needed the help of a teacher to continue and we had to wait too long. In my opinion we could have started working in the lab earlier.","Students could be advised to think of experiments once they have decided which branch they belong to and present them on the first day. We were really caught a bit by surprise and I think we could have saved a lot of time if we had arrived with that done.  I think that in general we could have made better use of the time if we had been better organized, for example, there were times when we knew we had a test to do and we brought the protocol based on the commercial house of the compounds, but then when we got to class they changed the protocol and we had to do it again. If those protocol changes were indicated to us the day before at the last minute, the next day after checking that the protocol was correct, we could go directly to the laboratory.  ","","",""
"280",2021,"- The internships have been the most similar to doing research in the lab - You learn to work with all types of people - You get more focused as it is 3 weeks in a row of internships only - Acquisition of basic lab skills.","- At times there was no proper organization and neither the students nor the fellows knew what to do, due to changes in protocol or lack of material - In general the theoretical sessions are useful, but very long.","I enjoyed the internship and I learned.  ","- More than one person could not work on the same page because of synchronization - we can see everyone's work and have more points of view.","- A lot of learning as we had not addressed this topic before in previous internships.","- It was a part of the research that we had not dealt with so far and it was very useful. Although it cost a bit as we had almost no references as to what experiments could be done and how long they took and what materials were available.  "
"281",2021,"It provides more autonomy in the lab, it has helped us learn how to make lab notebooks correctly for our future experiments and figure out ourselves in what way and with what experiments we can approach solving our question.The tutors have been very attentive and have given us good guidance.","Many times we found ourselves a bit lost because of the short organization beforehand. We did a lot of thinking on the fly as things did not work out.  It was only at the end of the internships that we had a common meeting. It would have been more favorable, for me personally, to have a short pooling every time a week ends to know where each group is going and to be able to do things at the same time (like running gels with samples from two different groups or putting qPCRs together).  It has been a bit frustrating to know at the end of the practices the mistakes we have made, procedural errors for example, and that it has not been possible to see it throughout the weeks to correct these errors and get a better result.","It would have helped me a lot to do a sharing every week, even if it was very short, so that the tutors could have told us what mistakes they saw and we would have had time to do it again to improve the results. In this way, the tutors could have told us what mistakes they saw and on some occasions we would have had time to repeat it to improve the result.The lab assistants have been very efficient and have been very helpful during all the weeks. They have helped us at all times and have also helped us to understand what they were helping us with. They were very attentive and made the atmosphere in the lab very good.","With OneNote one of the advantages is that it can be used for communication between group members at all times, it is a tool to write everything that is necessary and that is common to all group members.One drawback is that the screen does not look like the Word sheet and gave a little confusion regarding the dimensions of the sheet.","",""
"282",2021,"The overall positive experience. The knowledge is better fixed because the responsibility that falls on the students in that the experiments are designed by us is much greater. I recommend it for all subsequent promotions.","The presentation session should give more importance to the type of work that each group is going to do in order to make a more informed decision. In addition, the laboratory space is scarce, the truth is that we are sharing the same space among three people that in cantoblanco is destined to only one person.  ","The teachers should be a little more organized among themselves. The way of teaching is different for each one and in the joint discussion sessions it is very noticeable. So that we don't criticize each other, the teachers should agree beforehand which aspects are important for everyone. And also distribute the times in the same way because other teams have had more days of experimentation.  ","The idea of having an application in which everyone can participate is great. But it is true that the application in question still needs to be improved because it has much less functionality and is quite catchy.  ","The process has been a bit long but the results are satisfactory.  ",""
"283",2021,"This course has allowed us to gain confidence and have greater security in a laboratory environment, as well as helping us to acquire skills that we had not acquired before (to set an objective and design an experimental procedure to achieve it). I believe that, in just one month, we have managed to learn more about working in a laboratory than in two years of undergraduate studies.  ","The main problem I have seen throughout this internship is the joint session that took place the first week, in which, instead of having a general discussion among the students, there was more of a criticism towards different aspects that had not been sufficiently worked throughout the course: raising a hypothesis, general question.... I think that the way of transmitting the criticisms was not the most appropriate, they were not perceived as constructive criticisms.  ","I think this course is very well thought out and provides a great learning opportunity.  ","Pros:- Allows better organization, as there are different sections and pages.- Allows several people to work on the same document.- Allows new comments to be displayed.  Cons:  - Synchronization problems.  - Version conflicts.  ","To share the experiments and results obtained during these weeks.  ",""
"284",2021,"You can count on other professors to solve your doubts, as well as on the interns.  ","My supervisor does not know my project and does not show interest in its evolution (too much autonomy when it is the first time we are in a laboratory without a script) and does not report serious errors that are being made (we confused technical replicates with biological replicates and were not informed of the error in order to rectify it so that we could analyze our data correctly).  We do not have the necessary knowledge to analyze laboratory data statistically.","","","Organization of daily experiments.  ","We were at a loss as to how to estimate the time for each experiment, so we calculated upwards (as recommended). In the end every day we finished before the estimated time."
"285",2021,"- The approach of the practices, in which we were not given everything done as in previous years, which allows us to really learn, making our own mistakes and developing an idea raised by ourselves (freedom is very appreciated) - The atmosphere in the laboratory and teamwork - Having been able to familiarize ourselves with the techniques of the laboratories.","The ""relaxed colloquium"" of the first week. This day was centered on how to present hypotheses from the point of view of only one person, when we had been told that it was going to be a sharing of the experiments that were going to be carried out in each group. In addition, it was not a constructive criticism, but the ways in which the failures were commented were not the most appropriate.","The positive aspects in relation to the course far outweigh the negative ones. I found it very useful and very well thought out,","Pros: better to have a script, but one that can be modified according to the requirements of the project. in our case, for example, we merged protocols with materials and, above each description of the experiments, we included the materials and equipment used.","- To be able to learn from what has been done by other groups.",""
"286",2022,"Independent work is encouraged and students' ideas are taken into account, the only limitations being cost and time constraints.","Sometimes quite frustrating, especially I think it makes it quite difficult when tutors have different opinions, because sometimes it has involved starting an experiment and then discarding it completely.","","My branch has not used OneNote for the daily update of the lab notebook.","They encourage scientific discussion: constructive criticism between branches working from different perspectives. Very interesting.",""
"287",2022,"TeamworkDynamismCommonalityFreedom of labor","FrustrationLack of coordination and communication between teachersClear guidance and instructions","Please, I would like teachers within a branch and between branches to have more communication and more consensus on how to conduct experiments and make proposals for questions and hypotheses. I understand that it is a subject designed to be more free and for students to work more autonomously, but I would have appreciated a little more guidance and consensus among teachers.","Nothing more to add","Be able to work simultaneouslyCan create many tabs and sections within the notebookEasy and convenient to use","Synchronization problemsSome versions of OneNote do not show all tabsVersion problemsWeb version works better"
"288",2022,"Formulation of general questions in a more precise way (definition of variables, controls), elaboration of hypotheses, objectives and experimental procedures to refute/confirm the hypothesis, analysis of results and presentation (including the statistical analysis part).","Lack of time to perform experiments and discuss results in a leisurely manner. In addition to the lack of cooperation and harmony between branches (especially in the presentation of hypotheses and results).","","","",""
"289",2022,"This project allows students to develop the ability to conduct research. From developing the hypothesis to developing the protocols necessary to test the hypothesis. The most useful has been when interpreting the data and having to solve problems. Many of the experiments showed unexpected results that have helped to train our critical ability to analyze data and problem solving skills to propose solutions.","The main problem that has arisen is the lack of coordination among teachers, between groups (flies, transcription...) and within groups. This has resulted in generalized confusion and frustration among the students. For the following years we would suggest a greater homogenization of ideas among professors.","Thanks to this course we have been able to apply many of the concepts learned during these years. For the first time we felt that we were working more in a group and focused on research. My suggestion is to start applying this work model in more subjects.","The application was easy to use and the templates for each of the parts were easy to follow. However, the difference between what content had to go in each section was not clear.","It allowed us to evaluate the results obtained and the next steps to be taken.","Many times the data of all the groups was not discussed and some of them were a bit lost. Some of the meetings were not very dynamic and seemed a bit stagnant."
"290",2022,"The open question system seems to me to be very good and I think it has made us reflect and make decisions on important aspects that in traditional practices we would not have addressed.","The sharing classes were too long and a lot of time was spent talking about topics such as different philosophers, scientists and visions of how to approach the world and science, which in another situation would be very interesting, but it is true that in this situation in which time was very tight, they prevented in part to spend more time in the laboratory and were somewhat limiting when it came to doing experiments.","","","",""
"291",2022,"Learning to work in laboratory conditions, with a question that we have asked ourselves.","Not enough time to obtain meaningful results (repeat experiments).","","","",""
"292",2022,"They give you freedom, allowing you to gain autonomy for future work in the laboratory.","Short time","","pros OneNote:-easy to usecons: -excells give errors-if you put photos it takes time for all members to see it","",""
"293",2022,"It helps to understand the purpose of an experiment, to establish hypotheses, to know how to approach a scientific question...","The antibodies available are very nonspecific, I believe that the study pathway should be changed to one against which there is a specific antibody.","","","It helps to know what the other branches are going to do.","I found it unhelpful since semantic rather than technical issues were addressed."
"294",2022,"The similarity of the model with the work in a real laboratory","Limiting material, gathering ''feedback'' from all branches","","","",""
"295",2022,"","","","","",""
"296",2022,"Teamwork with peers is very positive in scienceGood feedback with teachers helps a lot to trust you as a scientist and to feel part of the project.","Some experiments cannot be performed due to lack of timeSometimes there is a high demand for laboratory apparatus which, due to the small quantity of some, makes it difficult to perform the experiments.","","Working with OneNote has allowed us to compare our results with our colleagues (when we shared experiments)It does not organize the text and tables very well, so it is necessary to reorder it first with Word when converting it into a pdf file.","",""
"297",2022,"Teamwork, the environment and the help of predocs","Due to lack of material, sometimes we had to wait a long time without doing anything for other groups to finish. We were losing work time","","We do not like the template we have been given to make the final notebook.","the teamwork is very good and the practices are more dynamic.",""
"298",2022,"Team work and time organization","Long periods of doing nothing due to lack of resources for all groups at the same time and overlap between protocols.","","","",""
"299",2022,"We learn to think about controls, when before we hardly bothered about it. Thinking about different techniques to obtain the results and how to analyze them.","It seems to me that there is too much time. The joint sessions at the beginning provide very little information, it could be to orient us a little more, because we start very overwhelmed and without understanding where to begin.","","We can all use it at the same time. It is very well organized. You can see what the others are doing, so if you are a bit lost at some point you can orient yourself in a certain way.","It is very well","Nada"
"300",2022,"","","","","",""
"301",2022,"By having greater autonomy and responsibility we are more aware of the work we are doing and we have a clearer procedure than in traditional practices. In addition, by having a concrete question to answer there is in general a greater motivation on our part to answer it.","The limit at the level of time for the experiments and at the level of materials for the design of the experiments. In addition, the sharing with the other groups contributes very little if each group receives different instructions from each teacher and the only thing that is done is to discuss about it.","","Advantage: sharing information between different groupsDisadvantage: synchronization and access problems","By designing experiments together we can have different perspectives and integrate them to determine the most optimal experiments to perform.","Sometimes there was too much time devoted to issues such as specifying the hypothesis, and that could have been devoted to propose other experiments or to discuss other aspects."
"302",2022,"To have almost complete freedom to design and execute laboratory experiments.","Lack of material and time to carry out the experiments.","Nothing additional to comment.","Pros: All members of each team and each branch have access to the work done by others. Cons: Lack of Word's own functions that facilitate the work. Also, in the online version it is very costly to work due to constant logging out.","This session allows you to work later having the concepts and protocols to be performed much more internalized. In addition, it allows you to know what the work of the other students is.","Nothing to comment on."
"303",2022,"","","","","",""
"304",2022,"It allows students to become much more involved in the subject and to integrate theoretical knowledge much better as a result of the experience.","The sharing of the proposals of each branch and team was not sufficiently oriented to evaluate the experimental design.","It would have been good to have more time to think about the questions to be answered.","Being able to see the work of other branches has been very useful for me in understanding our results.","It is useful to learn to formulate hypotheses that can be answered empirically.","Experimental designs and their possible improvements are not discussed, I think it would be a very useful addition to future courses."
"305",2022,"The most positive part of this internship has been the fact of having the freedom to decide what experiments we were going to do depending on what we wanted to find out and the design of those experiments. Having to think of the experiment from scratch allows us to develop our skills and creativity in the design of experiments.","","","Advantages: Being able to write all team members at the same time in the One Note makes it very easy to share tasks and visualize what others are doing. Also, as we can see what the other members of the same branch are doing it allows you to compare results and complete your notebook with things that have been discussed in common.cons: It is true that you lose some features of Word that could be useful.","The common design among all the teams allows you to contribute different ideas about the experiments that only your team might not have thought of and also allows you to have a global vision of all the work of the group, which is important because we are working on the same thing.",""
"306",2022,"","","","","",""
"307",2022,"Learning to work in a team in a real laboratory situation, the organization of the course forces you to develop the ability to learn to think in a reasoned way taking into account many more variables.","No tengo","","Pros: allows you to quickly compare your work with that of other groups allowing you to get a broader picture of the different ways of organizing a lab notebookCons: The program is often slow, and tends to crash, forcing you to exit and re-enter the application.","You learn to work with people you are not used to working with, forcing you to work with all kinds of people, you work in a more real situation.","depending on the group to which you have been assigned, you will learn to work differently from colleagues in other groups."
"308",2022,"The choice of groups is made by the teachers and not by the studentsThe support provided by the assistants during the practical sessionsThe freedom given in the laboratory to perform the experiments","","","As we are divided into different groups, the Onenote allows us to see the work that other colleagues are doing simultaneously and get an idea of what they are working on.","Other perspectives on your topic are provided that may help you to approach it more clearly.","The duration of the session is too long and even if it is useful, no clear conclusion is reached."
"309",2022,"The course has been very dynamic and close to real life research.","As everything in research, planning is very boring but it is very important to follow a timeline and helps in hypothesis formulation and experimental design.","","There was a moment when it would not let us undo an action and thanks to the fact that the notebook was not synchronized, we did not lose a lot of advanced work because we inadvertently hit delete on a section.","The fact that ONE NOTE is cross-platform makes it easy to connect and modify aspects of the notebook without an internet connection, which is perfect for students who have little access to the internet throughout the day, such as those who live far away and can get ahead on public transportation.","Sometimes it took a while to synchronize."
"310",2022,"Teamwork and the feeling that the project you are working on belongs to your group. That feeling of belonging makes it special.","We probably don't have more time","","The main problem is that if you delete something it cannot be recovered, you could go back to an old version but that would affect the other groups.","Since all the groups worked with the same route, it was much easier to analyze the results obtained.","Nothing special"
"311",2022,"I loved working with the group and feeling that we could propose ideas and value them. I liked that there was no script, as it helped us to think on our own and to get closer to the reality of a laboratory. Also, Luis, Julián and the rest of the assistants have been a great help.","Lack of materials in the laboratory (especially pipettes).","","","It allowed to edit the notebook together and do it all at the same time, thus saving time.",""
"312",2022,"To learn to manage the time available to carry out experiments. Learning to hypothesize and think of possible solutions to the problems posed in the laboratory. Execution of protocols and organization in the execution of experiments. To think about the possible results that should be obtained in each of the experiments and to draw conclusions about the results obtained. I believe that they can be of great help for future practices and I include for the work of end of degree.  ","I think it has been a very frustrating and complex subject. We have had to dedicate more extra time to it than I imagined. Sometimes I have felt offended and belittled by certain teachers. I think that with certain forms and manners it is not possible to make the students interested in learning, no matter how much knowledge the teacher presents. I do not agree with holding so many meetings because it was impossible to organize the experiments to be done each day, so we were always behind schedule. I think that with shorter and more didactic meetings we would have learned more and in a more pleasant and enjoyable way.","More time for the subject or to raise it so that we can do experiments with repetition so that we can get some results.","I did not like the One Note and did not find it useful.","Very time consuming and costly project design and booklet to complete.","Very time consuming and costly project design and booklet to complete."
"313",2022,"Our teachers: Luis and Julián.","Lack of pipettes in the laboratory. The sharing sessions.","","The different sections of the notebook and what to put in them is confusing. I did not understand how to complete the lab record (putting the date of each day). Regarding the methodology section, it is also unclear to me what to put. If in the first sessions clearer guidelines had been given on how to elaborate the notebook, the work would have been easier. On the other hand, the electronic lab notebook is very useful for team work and within the branch.","All ideas were listened to and the students' interest was taken into account.","It is difficult to start proposing experiments without having been able to do some prior research on works and studies on the route."
"314",2022,"We have been given more freedom than in the rest of the internships so far and designing your own experiments is very nice.","There is a lack of time and there have been things we wanted to do that we have not been allowed to do for this reason.","","","","If it is the session in which we discussed the hypotheses, it seemed to me a waste of time, as we spent more than 2 hours discussing semantic issues that we could have spent on designing/performing experiments."
"315",2022,"The teachers are very good, they care about us learning and understanding things and are always willing to help solve any problem.","Too much time is spent on lectures and I think it would be better spent on developing and evaluating experiments.","It would be nice or enhance the laboratory experience if the materials and reagents were of quality and adequate.","","",""
"316",2022,"I liked the group discussion both in the design of the experiments and in the interpretation of results. It is very interesting to have a place to debate and to have the freedom to think about possible explanations to our results, even to aspire to improvements, to think about future experiments. It is very similar to the real research process and that is very useful, the teachers were always very helpful and guided us through the whole process.","The most negative aspect of the course is that there are experiments that cannot be done in 4 hours and we were forced to stay much later than stipulated.","","The notebook template is useful as a guide but the sections are not entirely clear. Having so many separate sections ends up being counterproductive, when perhaps it would be better to let it be organized as we see fit. In addition, the criteria of our teachers were a bit different from what the notebook proposes, which makes it more difficult to interpret.","",""
"317",2022,"We have learned to be more autonomous and design experiments from scratch.","I think that probably the way of teaching in the different branches has not been the same.","","","",""
"318",2022,"The group has helped to make the atmosphere in the laboratory pleasant. It has been very easy to work because we had autonomy but at the same time there was always someone willing to help (collaborators and teachers, as flies). We have known the laboratory experience in a complete way with all that it implies. And it was a very interesting proposal that encouraged us to do our part to learn.","The kind of showing the hypotheses to the rest of the groups was based on correcting semantic errors instead of helping the classmates to look at the experiments from another point of view. It should have been more focused on something general and the classmates should have proposed different things to improve experimentally. I think it was not enriching for anyone.","","","It was very interesting to get the whole group together to see what to do as we all had something to contribute. Different opinions helped to create the general line of our branch and helped us all to be aware of what we had to do.",""
"319",2022,"We have had to learn to work as a team, share tasks, learn the regulations of the laboratories and their general and more specific methodology in some cases. We have learned to value both positive and negative results and learn from them.","In our case, the theoretical sessions have taken a lot of time away from the laboratory time that we could not spare. They are too slow classes that can be used much more, taking more time for the laboratory to be more relaxed and better carry out the experiments that we have proposed.","Castaño's attitude has not been appropriate towards the students, in terms of the respect he has shown towards us.","","- Single document for all - We can modify it at the same time.","- Sometimes it does not update and we lose all progress- It takes longer to update in some cases than in others- There are many tools that we do not have in OneNote that we do have in other tools such as Word"
"320",2022,"Learning and freedom","Lack of time and separation between groups","","","",""
"321",2022,"Freedom of protocol and experimental design","It does not make sense to dedicate so many sessions to the elaboration of questions-hypotheses-objectives, since there is no fixed criterion for their formulation.","","OneNote is not a highly recommended application as it has numerous connection failures and version incompatibility. I would recommend using other methods, such as Teams.","",""
"322",2022,"Learning to work on our own and to work in a way that is more similar to working in a research laboratory.","The course focuses exclusively on a research laboratory, missing all the experimental part of subjects such as BMP, very interesting for those who want to work in non-research laboratories, either clinical or industrial, which are many students.","","","",""
